candidate_ref,instrument,item_id,response,score,error_code,criterion,corrector_ref,session_date
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ANAL-01,,2,,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ANAL-02,,2,,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ANAL-03,,2,,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ANAL-04,,1,FR-ERR-PROCEDE-IDENT,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ANAL-05,,0,FR-ERR-PROCEDE-EFFET,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ANAL-06,,0,FR-ERR-PROCEDE-IDENT,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ARGU-01,B,1,,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ARGU-02,,2,,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ARGU-03,,2,,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-ARGU-04,,1,FR-ERR-CITATION,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-REDA-02,,0,FR-ERR-AXE,,COR-01,2026-09-15
CL-2026-0004,FR-EAF/standard_2028,FR-EAF-REDA-03,,0,FR-ERR-CITATION,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-ES-0-DEM,3,,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-ES-0-MAT,3,,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-ES-0-SON,3,,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-ES-0-ASTR,2,,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-2-DEM-01,A,1,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-2-DEM-02,D,1,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-2-DEM-03,,2,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-2-DEM-04,B,1,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-MAT-01,D,1,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-MAT-04,,2,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-MAT-02,B,1,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-MAT-03,,0,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-MAT-05,,0,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-SON-01,B,1,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-SON-03,,2,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-SON-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-SON-04,,0,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-ASTR-01,C,1,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-ASTR-03,,2,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-ASTR-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-ASTR-04,,0,TC-ERR-ECHELLE-TEMPS,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-1-ASTR-05,B,0,,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-2-DEM-05,,0,TC-ERR-VARIABLE,,COR-01,2026-09-15
CL-2026-0004,TC-ES/1RE,TC-2-DEM-06,,0,TC-ERR-UNITE,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MATH-EA-0-AUTO,4,,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MATH-EA-0-AUTOG,4,,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MATH-EA-0-PROBA,4,,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MATH-EA-0-EXACT,4,,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MATH-EA-0-RAIS,3,,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-07,B,1,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTOG-07,C,1,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EXACT-01,,2,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EXACT-02,,1,MATH-ERR-ORDRE-GRANDEUR,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-01,D,1,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-02,A,1,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-03,A,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-08,A,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-04,B,1,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-05,B,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTO-06,B,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTOG-01,D,1,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTOG-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTOG-03,A,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTOG-04,A,1,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTOG-05,A,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-AUTOG-06,A,0,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EXACT-03,,1,MATH-ERR-TAUX-SOMME,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EXACT-04,,0,MATH-ERR-ORDRE-GRANDEUR,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-PROBA-01,,2,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-PROBA-02,,0,MATH-ERR-CONDITIONNELLE,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-PROBA-03,,1,MATH-ERR-ARBRE,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-PROBA-04,,0,MATH-ERR-CONDITIONNELLE,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EVOL-01,,2,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EVOL-02,,1,MATH-ERR-CALCUL-EXACT,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EVOL-03,,0,MATH-ERR-MODELE,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EVOL-04,,1,MATH-ERR-TAUX-SOMME,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-EVOL-05,,0,MATH-ERR-SEUIL,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-INFO-01,,2,,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-INFO-02,,0,MATH-ERR-POINT-MOYEN,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-INFO-03,,1,MATH-ERR-AJUSTEMENT,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-INFO-04,,0,MATH-ERR-AJUSTEMENT,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-RAIS-02,,1,MATH-ERR-TAUX-SENS,,COR-01,2026-09-15
CL-2026-0004,MATH-EA/SPECIFIQUES,MEA-1-RAIS-03,,0,MATH-ERR-SIGNE-PRODUIT,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,EDS-PC-0-QUANT,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,EDS-PC-0-MAT,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,EDS-PC-0-MOUV,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,EDS-PC-0-EXP,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,EDS-PC-0-RES,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-2-QUANT-01,B,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-2-QUANT-02,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-2-QUANT-03,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-2-QUANT-04,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-2-QUANT-05,B,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-2-QUANT-06,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MAT-01,D,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MAT-04,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MAT-03,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MAT-05,,0,PC-ERR-CHIFFRES,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MOUV-01,B,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MOUV-07,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MOUV-03,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-MOUV-04,,0,PC-ERR-FORCE,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-ENER-01,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-ENER-02,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-ENER-05,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-ENER-06,,0,PC-ERR-CONVERSION,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-OND-01,D,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-OND-02,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-OND-05,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-OND-06,,0,PC-ERR-CONDITION,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-EXP-01,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-EXP-02,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-EXP-03,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-EXP-04,,0,PC-ERR-GRAPH,,COR-01,2026-09-15
CL-2026-0004,EDS-PC/N1,PC-1-RES-03,,0,PC-ERR-CONCL,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,EDS-SVT-0-SCI,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,EDS-SVT-0-GEN,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,EDS-SVT-0-TERR,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,EDS-SVT-0-DOC,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,EDS-SVT-0-REDA,3,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-2-SCI-01,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-2-SCI-02,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-2-SCI-03,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-2-SCI-04,B,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-2-SCI-05,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-2-SCI-06,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-GEN-01,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-GEN-07,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-GEN-03,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-GEN-04,,0,SVT-ERR-DIVISION,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-TERR-01,B,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-TERR-03,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-TERR-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-TERR-05,,0,SVT-ERR-CHRONO,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-ECO-01,B,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-ECO-05,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-ECO-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-ECO-06,,0,SVT-ERR-CONCL,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-CORP-01,D,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-CORP-05,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-CORP-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-CORP-06,,0,SVT-ERR-VOCAB,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-DOC-01,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-DOC-04,D,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-DOC-05,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-DOC-02,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-DOC-06,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SVT/N1,SVT-1-REDA-03,,0,SVT-ERR-DOC-MOBIL,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,EDS-SES-0-STAT,2,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,EDS-SES-0-ECO,2,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,EDS-SES-0-SOC,2,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,EDS-SES-0-MOB,2,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,EDS-SES-0-DOCU,2,,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-2-STAT-01,D,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-2-STAT-02,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-2-STAT-03,C,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-2-STAT-04,D,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-2-STAT-05,,0,SES-ERR-LECTURE,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-2-STAT-06,,0,SES-ERR-POINT-PCT,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-ECO-01,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-ECO-03,,1,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-ECO-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-ECO-05,,0,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-SOC-01,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-SOC-03,,1,SES-ERR-DEF,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-SOC-02,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-SOC-05,,0,SES-ERR-DEF,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-POL-01,A,1,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-POL-05,,1,SES-ERR-DEF,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-POL-06,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-POL-02,,0,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-MOB-01,,2,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-MOB-05,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-MOB-06,A,0,,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-MOB-02,,0,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-RAIS-02,,0,SES-ERR-THEORIE,,COR-01,2026-09-15
CL-2026-0004,EDS-SES/N1,SES-1-DOCU-03,,0,SES-ERR-DOC-PRES,,COR-01,2026-09-15
