ROUTE,NAV_LINK,PAGE_GUARD,MIDDLEWARE_GUARD,API_DEPENDENCIES,ROLE_ALLOWED,IDOR_SCOPE,DATA_SOURCE,EMPTY_STATE,ERROR_STATE,E2E_STATUS
/dashboard/assistante/subscription-requests,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ASSISTANTE,SERVER_DB_OR_NONE,ASSISTANTE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/assistante/subscriptions,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ASSISTANTE,/api/assistante/subscription-requests|/api/assistante/subscriptions,ASSISTANTE,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/availability,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/eaf-stage-printemps/[studentId],NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/eaf-stage-printemps,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/eaf-stage-printemps/students,COACH,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/eleve/[studentId],NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/maths-premiere-stage-printemps/[studentId],NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/maths-premiere-stage-printemps,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/maths-premiere-stage-printemps/students,COACH,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/npc,FOUND,SERVER_AUTH_GUARD,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,MATCH_FOUND
/dashboard/coach/npc/reports/[reportId],NOT_PROVEN,SERVER_AUTH_GUARD,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/npc/submissions/[submissionId]/upload,NOT_PROVEN,SERVER_AUTH_GUARD,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/nsi-pratique-2026/[studentId],NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,SERVER_DB_OR_NONE,COACH,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/nsi-pratique-2026,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/nsi-pratique-2026/students,COACH,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/dashboard|/api/coach/students/eam-summary,COACH,API_DEPENDENT,API,PRESENT,PRESENT,MATCH_FOUND
/dashboard/coach/sessions,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/dashboard,COACH,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/stages/[stageSlug]/bilan/[studentId],NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/stages,COACH,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/stages,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/stages,COACH,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/coach/students,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_COACH,/api/coach/dashboard,COACH,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/automatismes,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/bilans/[publicShareId],NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/documents,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,/api/student/profile,ELEVE,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/eam,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,MATCH_FOUND
/dashboard/eleve/npc,FOUND,SERVER_AUTH_GUARD,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,PRESENT,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/nsi-pratique-2026,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,/api/student/dashboard,ELEVE,API_DEPENDENT,API,NOT_PROVEN,PRESENT,MATCH_FOUND
/dashboard/eleve,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,/api/student/dashboard,ELEVE,API_DEPENDENT,API,NOT_PROVEN,PRESENT,MATCH_FOUND
/dashboard/eleve/programme/[subject],NOT_PROVEN,SERVER_AUTH_GUARD,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/programme/maths,FOUND,SERVER_AUTH_GUARD,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,MATCH_FOUND
/dashboard/eleve/questionnaires/eaf-stage-printemps,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,/api/eleve/questionnaire-eaf-stage-printemps,ELEVE,API_DEPENDENT,API,PRESENT,PRESENT,MATCH_FOUND
/dashboard/eleve/questionnaires/maths-premiere-stage-printemps,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,/api/eleve/questionnaire-maths-premiere-stage-printemps,ELEVE,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/ressources,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/sessions,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/stage-eam-stmg/diagnostic,FOUND,SERVER_AUTH_GUARD,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/stage-eam-stmg/livret,FOUND,SERVER_AUTH_GUARD,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/stage-eam-stmg,FOUND,SERVER_AUTH_GUARD,PREFIX_ROLE_ELEVE,SERVER_DB_OR_NONE,ELEVE,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/eleve/stages,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_ELEVE,/api/eleve/stages,ELEVE,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard,FOUND,SERVER_AUTH_GUARD,SHARED_ROUTE_POLICY_UNPROVEN,SERVER_DB_OR_NONE,MULTI_ROLE_UNPROVEN,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,MATCH_FOUND
/dashboard/parent/abonnements,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_PARENT,/api/parent/subscription-requests|/api/parent/subscriptions,PARENT,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/parent/children,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_PARENT,SERVER_DB_OR_NONE,PARENT,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,PRESENT,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/parent/enfant/[studentId],NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_PARENT,/api/parent/dashboard,PARENT,API_DEPENDENT,API,NOT_PROVEN,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/parent/factures,NOT_PROVEN,SERVER_AUTH_GUARD,PREFIX_ROLE_PARENT,SERVER_DB_OR_NONE,PARENT,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,PRESENT,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/parent/npc,FOUND,SERVER_AUTH_GUARD,PREFIX_ROLE_PARENT,SERVER_DB_OR_NONE,PARENT,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/parent,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_PARENT,/api/parent/dashboard,PARENT,API_DEPENDENT,API,NOT_PROVEN,PRESENT,MATCH_FOUND
/dashboard/parent/paiement/confirmation,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_PARENT,SERVER_DB_OR_NONE,PARENT,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/parent/paiement,FOUND,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_PARENT,/api/payments/bank-transfer/confirm,PARENT,API_DEPENDENT,API,PRESENT,PRESENT,MATCH_FOUND
/dashboard/parent/ressources,NOT_PROVEN,SERVER_AUTH_GUARD,PREFIX_ROLE_PARENT,SERVER_DB_OR_NONE,PARENT,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,PRESENT,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/parent/stages,NOT_PROVEN,NO_PAGE_GUARD_FOUND,PREFIX_ROLE_PARENT,/api/parent/stages,PARENT,API_DEPENDENT,API,PRESENT,PRESENT,NO_DIRECT_MATCH_PROVEN
/dashboard/trajectoire,FOUND,NO_PAGE_GUARD_FOUND,SHARED_ROUTE_POLICY_UNPROVEN,SERVER_DB_OR_NONE,MULTI_ROLE_UNPROVEN,SERVER_QUERY_REVIEW_REQUIRED,SERVER_DB_OR_STATIC,NOT_PROVEN,NOT_PROVEN,NO_DIRECT_MATCH_PROVEN
/dashboard/bilans-canoniques,STACK_ONLY_NOT_PROVEN,STACK_SERVER_GUARD_ADMIN_ASSISTANTE_COACH,REDIRECTS_ALL_ALLOWED_ROLES_ON_CURRENT_POLICY,/api/bilan-gratuit/v1/team/*,ADMIN|ASSISTANTE|COACH,STACK_SERVICE_GUARDS,STACK_CANONICAL_ENGINE,PRESENT,PRESENT,STACK_TESTS_EXIST_ROUTE_ACCESS_REGRESSION_UNCOVERED
