candidate_ref,instrument,item_id,response,score,error_code,criterion,corrector_ref,session_date
CL-2026-0000,FR-EAF/standard,FR-EAF-REDA-02,,1,FR-ERR-AXE,,COR-01,2026-09-15
CL-2026-0000,FR-EAF/standard,FR-EAF-REDA-03,,1,FR-ERR-CITATION,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-0-NOT,2,,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-0-PROB,2,,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-0-ARGU,2,,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-0-TEXT,1,,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-0-DISS,2,,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-REP-01,D,1,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-REP-02,A,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-REP-03,A,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-REP-04,C,1,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-REP-05,A,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-REP-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-NOT-01,A,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-NOT-05,A,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-NOT-09,,1,PHI-ERR-DEF,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-NOT-10,,0,PHI-ERR-DEF,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-ARGU-01,B,1,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-ARGU-05,,1,PHI-ERR-ARG-INVAL,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-ARGU-03,A,1,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-ARGU-06,,0,PHI-ERR-ARG-INVAL,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-PROB-05,A,1,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-PROB-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-PROB-07,B,0,,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-PROB-01,,1,PHI-ERR-PROBLEME,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-PROB-03,,0,PHI-ERR-PROBLEME,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-TEXT-02,,1,PHI-ERR-PARAPHRASE,,COR-01,2026-09-15
CL-2026-0000,PHI/standard,PHI-T-DISS-02,,1,PHI-ERR-INTRO,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-ES-0-DEM,3,,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-ES-0-MAT,2,,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-ES-0-ASTR,3,,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-ES-0-CLIM,2,,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-ES-0-INFO,2,,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-2-DEM-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-2-DEM-02,D,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-2-DEM-03,,1,TC-ERR-VARIABLE,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-2-DEM-04,B,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-MAT-01,D,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-MAT-04,,1,TC-ERR-ECHELLE-TEMPS,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-MAT-02,B,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-MAT-03,,0,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-SON-01,B,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-SON-03,,1,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-SON-02,D,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-SON-04,,0,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-ASTR-01,C,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-ASTR-03,,2,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-ASTR-02,D,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-1-ASTR-04,,1,TC-ERR-ECHELLE-TEMPS,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-CLIM-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-CLIM-03,,1,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-CLIM-02,C,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-CLIM-04,,0,TC-ERR-MODELE,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-ENER-01,B,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-ENER-03,,1,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-ENER-02,C,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-ENER-04,,1,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-INFO-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-INFO-03,,1,TC-ERR-VOCAB-SCI,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-INFO-02,C,1,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-T-INFO-04,,0,TC-ERR-MODELE,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-2-DEM-05,,2,,,COR-01,2026-09-15
CL-2026-0000,TC-ES/ETENDUE,TC-2-DEM-06,,0,TC-ERR-UNITE,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MATH-EA-0-AUTO,3,,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MATH-EA-0-AUTOG,3,,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MATH-EA-0-PROBA,3,,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MATH-EA-0-EXACT,3,,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MATH-EA-0-RAIS,3,,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-07,B,1,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTOG-07,C,1,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-EXACT-01,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-EXACT-02,,0,MATH-ERR-ORDRE-GRANDEUR,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-01,D,1,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-02,B,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-03,A,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-08,A,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-04,B,1,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-05,B,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTO-06,B,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTOG-01,D,1,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTOG-02,A,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTOG-03,A,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTOG-04,A,1,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTOG-05,A,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-AUTOG-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-EXACT-03,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-EXACT-04,,1,MATH-ERR-ORDRE-GRANDEUR,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-PROBA-01,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-PROBA-02,,1,MATH-ERR-CONDITIONNELLE,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-PROBA-03,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-PROBA-04,,1,MATH-ERR-CONDITIONNELLE,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-ALGAN-01,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-ALGAN-02,,1,MATH-ERR-SIGNE-PRODUIT,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-ALGAN-03,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-ALGAN-04,,1,MATH-ERR-CALCUL-EXACT,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-GEOM-01,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-GEOM-02,,1,MATH-ERR-JUSTIF-ABSENTE,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-GEOM-03,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-GEOM-04,,1,MATH-ERR-CALCUL-EXACT,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-RAIS-02,,2,,,COR-01,2026-09-15
CL-2026-0000,MATH-EA/SPE,MEA-1-RAIS-03,,1,MATH-ERR-SIGNE-PRODUIT,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,EDS-MATH-0-CALC,4,,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,EDS-MATH-0-FONC,4,,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,EDS-MATH-0-SUIT,3,,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,EDS-MATH-0-PROB,3,,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,EDS-MATH-0-RAIS,3,,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-2-CALC-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-2-CALC-02,D,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-2-CALC-03,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-2-CALC-04,B,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-2-CALC-05,B,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-2-CALC-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-FONC-01,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-FONC-02,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-FONC-03,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-FONC-04,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-FONC-05,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-FONC-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-SUIT-01,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-SUIT-02,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-SUIT-03,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-SUIT-04,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-SUIT-05,B,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-SUIT-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-PROB-01,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-PROB-02,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-PROB-03,B,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-PROB-04,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-PROB-05,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-PROB-06,B,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-SUIT-09,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-SUIT-11,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-SUIT-12,,0,MATH-ERR-RAISON,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-PROB-10,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-PROB-12,,1,MATH-ERR-CALC-NUM,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-GEO-05,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-GEO-07,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-GEO-06,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-GEO-08,,1,MATH-ERR-VECTEUR,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-ANA-01,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-ANA-03,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-ANA-02,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-ANA-04,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-ALGO-01,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-1-ALGO-02,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-ALGO-03,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-ALGO-04,,1,MATH-ERR-PYTHON,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-RAIS-05,,1,MATH-ERR-RECURRENCE,,COR-01,2026-09-15
CL-2026-0000,EDS-MATH/NT,MATH-T-RAIS-06,,1,MATH-ERR-RECURRENCE,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,EDS-SES-0-STAT,2,,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,EDS-SES-0-ECO,3,,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,EDS-SES-0-SOC,3,,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,EDS-SES-0-MOB,2,,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-2-STAT-01,D,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-2-STAT-02,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-2-STAT-03,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-2-STAT-04,D,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-2-STAT-05,,0,SES-ERR-LECTURE,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-2-STAT-06,,0,SES-ERR-POINT-PCT,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-ECO-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-ECO-03,,1,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-ECO-02,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-ECO-05,,0,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-SOC-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-SOC-03,,1,SES-ERR-DEF,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-SOC-02,D,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-SOC-05,,0,SES-ERR-DEF,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-POL-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-POL-05,,0,SES-ERR-DEF,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-POL-06,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-POL-02,,0,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-MOB-01,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-MOB-05,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-MOB-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-MOB-02,,0,SES-ERR-MECANISME,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-RAIS-02,,1,SES-ERR-THEORIE,,COR-01,2026-09-15
CL-2026-0000,EDS-SES/N1,SES-1-DOCU-03,,1,SES-ERR-DOC-PRES,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,EDS-PC-0-QUANT,2,,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,EDS-PC-0-MAT,3,,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,EDS-PC-0-MOUV,3,,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,EDS-PC-0-OND,2,,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,EDS-PC-0-RES,2,,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-2-QUANT-01,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-2-QUANT-02,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-2-QUANT-03,B,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-2-QUANT-04,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-2-QUANT-05,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-2-QUANT-06,A,0,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MAT-01,D,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MAT-04,,1,PC-ERR-CONVERSION,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MAT-03,D,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MAT-05,,0,PC-ERR-CHIFFRES,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MOUV-01,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MOUV-07,,1,PC-ERR-UNITE,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MOUV-03,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-MOUV-04,,0,PC-ERR-FORCE,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-MAT-05,,2,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-MAT-06,,0,PC-ERR-CHIFFRES,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-MOUV-05,D,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-MOUV-06,,1,PC-ERR-VECTEUR,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-ENER-05,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-ENER-06,,1,PC-ERR-UNITE,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-ENER-03,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-ENER-04,,0,PC-ERR-CONDITION,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-OND-05,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-OND-06,,1,PC-ERR-CONDITION,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-OND-03,C,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-OND-04,,0,PC-ERR-CHIFFRES,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-EXP-01,A,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-EXP-02,,1,PC-ERR-GRAPH,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-EXP-03,B,1,,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-1-EXP-04,,1,PC-ERR-GRAPH,,COR-01,2026-09-15
CL-2026-0000,EDS-PC/NT,PC-T-RES-04,,1,PC-ERR-UNITE,,COR-01,2026-09-15
