candidate_ref,instrument,item_id,response,score,error_code,criterion,corrector_ref,session_date
CL-2026-0003,FR-EAF/standard,FR-EAF-GRAM-07,,0,FR-ERR-GRAM-NATURE,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-GRAM-08,,0,FR-ERR-GRAM-NATURE,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ANAL-01,,2,,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ANAL-02,,0,FR-ERR-PROCEDE-IDENT,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ANAL-03,,2,,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ANAL-04,,0,FR-ERR-PROCEDE-IDENT,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ANAL-05,,2,,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ANAL-06,,0,FR-ERR-PROCEDE-IDENT,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ARGU-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ARGU-02,,0,FR-ERR-CITATION,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ARGU-03,,2,,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-ARGU-04,,0,FR-ERR-CITATION,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-REDA-02,,1,FR-ERR-AXE,,COR-01,2025-09-15
CL-2026-0003,FR-EAF/standard,FR-EAF-REDA-03,,1,FR-ERR-CITATION,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-ES-0-DEM,3,,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-ES-0-MAT,3,,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-ES-0-SON,3,,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-ES-0-ASTR,3,,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-2-DEM-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-2-DEM-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-2-DEM-03,,0,TC-ERR-VARIABLE,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-2-DEM-04,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-MAT-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-MAT-04,,1,TC-ERR-ECHELLE-TEMPS,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-MAT-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-MAT-03,,2,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-MAT-05,,0,TC-ERR-VOCAB-SCI,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-SON-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-SON-03,,1,TC-ERR-VOCAB-SCI,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-SON-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-SON-04,,1,TC-ERR-VOCAB-SCI,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-ASTR-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-ASTR-03,,1,TC-ERR-ORDRE-GRAND,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-ASTR-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-ASTR-04,,1,TC-ERR-ECHELLE-TEMPS,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-1-ASTR-05,A,0,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-2-DEM-05,,2,,,COR-01,2025-09-15
CL-2026-0003,TC-ES/1RE,TC-2-DEM-06,,0,TC-ERR-UNITE,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,EDS-MATH-0-CALC,4,,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,EDS-MATH-0-FONC,4,,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,EDS-MATH-0-SUIT,4,,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,EDS-MATH-0-GEO,4,,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,EDS-MATH-0-RAIS,4,,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-2-CALC-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-2-CALC-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-2-CALC-03,B,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-2-CALC-04,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-2-CALC-05,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-2-CALC-06,A,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-FONC-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-FONC-07,,1,MATH-ERR-SIGNE,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-FONC-04,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-FONC-08,,1,MATH-ERR-DERIV,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-SUIT-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-SUIT-07,,1,MATH-ERR-INDICE,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-SUIT-04,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-SUIT-08,,1,MATH-ERR-RAISON,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-TRIG-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-TRIG-03,,1,MATH-ERR-CERCLE,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-TRIG-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-TRIG-04,,1,MATH-ERR-CERCLE,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-GEO-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-GEO-03,,1,MATH-ERR-SCALAIRE,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-GEO-02,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-GEO-04,,1,MATH-ERR-VECTEUR,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-PROB-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-PROB-07,,1,MATH-ERR-CALC-NUM,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-PROB-04,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-PROB-08,,1,MATH-ERR-PROBA-COND,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-ALGO-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-ALGO-02,,1,MATH-ERR-PYTHON,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-ALGO-05,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-ALGO-06,,1,MATH-ERR-PYTHON,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-RAIS-02,,1,MATH-ERR-JUSTIF,,COR-01,2025-09-15
CL-2026-0003,EDS-MATH/N1,MATH-1-RAIS-03,,1,MATH-ERR-SIGNE,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,EDS-PC-0-QUANT,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,EDS-PC-0-MAT,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,EDS-PC-0-MOUV,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,EDS-PC-0-EXP,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,EDS-PC-0-RES,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-2-QUANT-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-2-QUANT-02,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-2-QUANT-03,A,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-2-QUANT-04,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-2-QUANT-05,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-2-QUANT-06,A,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MAT-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MAT-04,,1,PC-ERR-CONVERSION,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MAT-03,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MAT-05,,1,PC-ERR-CHIFFRES,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MOUV-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MOUV-07,,1,PC-ERR-UNITE,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MOUV-03,C,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-MOUV-04,,1,PC-ERR-FORCE,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-ENER-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-ENER-02,,1,PC-ERR-UNITE,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-ENER-05,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-ENER-06,,1,PC-ERR-CONVERSION,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-OND-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-OND-02,,1,PC-ERR-CONDITION,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-OND-05,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-OND-06,,1,PC-ERR-CONDITION,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-EXP-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-EXP-02,,1,PC-ERR-GRAPH,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-EXP-03,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-EXP-04,,1,PC-ERR-GRAPH,,COR-01,2025-09-15
CL-2026-0003,EDS-PC/N1,PC-1-RES-03,,1,PC-ERR-CONCL,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,EDS-SVT-0-SCI,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,EDS-SVT-0-GEN,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,EDS-SVT-0-TERR,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,EDS-SVT-0-DOC,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,EDS-SVT-0-REDA,3,,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-2-SCI-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-2-SCI-02,A,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-2-SCI-03,A,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-2-SCI-04,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-2-SCI-05,B,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-2-SCI-06,A,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-GEN-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-GEN-07,,1,SVT-ERR-DIVISION,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-GEN-03,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-GEN-04,,1,SVT-ERR-DIVISION,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-TERR-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-TERR-03,,1,SVT-ERR-CHRONO,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-TERR-02,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-TERR-05,,1,SVT-ERR-CHRONO,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-ECO-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-ECO-05,,1,SVT-ERR-VOCAB,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-ECO-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-ECO-06,,1,SVT-ERR-CONCL,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-CORP-01,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-CORP-05,,1,SVT-ERR-VOCAB,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-CORP-02,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-CORP-06,,1,SVT-ERR-VOCAB,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-DOC-01,B,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-DOC-04,A,1,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-DOC-05,,0,SVT-ERR-DOC-MOBIL,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-DOC-02,,2,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-DOC-06,A,0,,,COR-01,2025-09-15
CL-2026-0003,EDS-SVT/N1,SVT-1-REDA-03,,1,SVT-ERR-DOC-MOBIL,,COR-01,2025-09-15
